Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
14-February-2011,66.85,71.00,66.85,70.65,70.199773383112966072,122674,300,8611687.00,111164,90.62,4.15,3.80
11-February-2011,62.50,68.05,62.50,66.85,64.541720569210866752,15460,281,997815.00,8383,54.22,5.55,4.35
10-February-2011,62.00,65.95,60.80,61.75,61.684479818078453666,22867,259,1410539.00,13044,57.04,5.15,-0.25
9-February-2011,70.00,70.95,61.45,62.40,64.068901046502873491,79694,559,5105907.00,33874,42.51,9.50,-7.60
8-February-2011,67.70,69.45,66.90,68.05,67.761157187993680884,10128,116,686285.00,6390,63.09,2.55,0.35
7-February-2011,67.00,68.40,67.00,67.85,67.838178826110806363,1823,21,123669.00,1222,67.03,1.40,0.85
4-February-2011,68.95,69.50,67.50,67.55,68.410708796950882154,16267,107,1112837.00,13867,85.25,2.00,-1.40
3-February-2011,68.90,69.15,68.20,68.35,68.489398280802292263,1745,18,119514.00,1199,68.71,0.95,-0.55
2-February-2011,69.05,69.50,68.15,68.90,68.779414524300994558,10658,83,733051.00,5654,53.05,1.35,-0.15
1-February-2011,68.30,70.00,68.30,68.80,68.962283618021322939,17446,77,1203116.00,14914,85.49,1.70,0.50
31-January-2011,68.15,69.20,67.30,68.55,68.453188602442333785,5896,51,403600.00,4091,69.39,1.90,0.40
28-January-2011,71.30,71.50,69.20,69.50,69.920006962403023672,40216,175,2811903.00,29097,72.35,2.30,-1.80
27-January-2011,73.60,73.80,72.00,72.10,72.607016095749071399,12115,128,879634.00,8047,66.42,1.80,-1.50
25-January-2011,74.60,74.95,73.10,73.55,74.000204526861194436,29336,179,2170870.00,24608,83.88,1.85,-1.05
24-January-2011,74.00,74.95,73.15,74.65,74.403161699638534339,66673,241,4960682.00,59775,89.65,1.80,0.65
21-January-2011,74.85,74.90,73.05,73.25,74.089205506286011615,130687,817,9682496.00,78480,60.05,1.85,-1.60
20-January-2011,73.95,75.90,72.65,74.00,74.585110048743279817,298913,2634,22294459.00,38624,12.92,3.25,0.05
19-January-2011,72.90,75.50,72.05,74.70,74.228521377557895547,51947,369,3855949.00,34603,66.61,3.45,1.80
18-January-2011,72.75,73.00,71.25,71.80,71.993936373452944596,12039,159,866735.00,7245,60.18,1.75,-0.95
17-January-2011,71.90,72.00,71.00,71.80,71.716979522184300341,11720,104,840523.00,8463,72.21,1.00,-0.10
14-January-2011,72.00,73.90,70.30,71.05,72.554616434783942568,65191,433,4729908.00,52514,80.55,3.60,-0.95
13-January-2011,71.95,72.80,71.05,72.25,72.369145394006659267,27030,185,1956138.00,20280,75.03,1.75,0.30
12-January-2011,70.95,72.80,69.80,72.30,71.438167209798853803,71192,449,5085826.00,52159,73.27,3.00,1.35
11-January-2011,69.50,72.80,69.00,70.30,70.034580247973736186,151387,2121,10602325.00,65392,43.20,3.80,0.80
10-January-2011,69.95,72.45,66.05,71.10,69.639391056137012369,126120,2380,8782920.00,61145,48.48,6.40,1.15
7-January-2011,70.15,70.50,66.15,69.05,68.706049479123398740,60187,1472,4135211.00,39601,65.80,4.35,-1.10
6-January-2011,71.95,72.40,69.70,69.80,70.711225387013402254,37531,834,2653863.00,30983,82.55,2.70,-2.15
5-January-2011,72.10,73.50,70.50,71.30,71.842320894696046949,54186,1370,3892848.00,38047,70.22,3.00,-0.80
4-January-2011,74.80,75.45,72.25,72.45,73.164956502342181574,44830,949,3279985.00,27151,60.56,3.20,-2.35
3-January-2011,75.25,76.40,72.90,73.75,74.412399685973482205,45856,1066,3412255.00,28555,62.27,3.50,-1.50
31-December-2010,72.60,74.60,72.60,74.15,74.188640186311295122,7729,100,573404.00,5674,73.41,2.00,1.55
30-December-2010,72.50,74.00,72.40,73.40,73.340911914523543297,8049,160,590321.00,4139,51.42,1.60,0.90
29-December-2010,71.50,72.25,71.10,71.70,71.873796081036200597,3011,28,216412.00,2813,93.42,1.15,0.20
28-December-2010,71.05,72.00,70.65,71.00,71.263805104408352668,4310,63,307147.00,1744,40.46,1.35,-0.05
27-December-2010,72.95,73.00,71.05,71.30,71.608636052090472926,5836,106,417908.00,3903,66.88,1.95,-1.65
24-December-2010,71.90,74.95,71.45,72.95,73.452745407860952004,20252,316,1487565.00,6158,30.41,3.50,1.05
23-December-2010,71.85,74.00,71.85,72.45,73.123284429720776147,4226,110,309019.00,2000,47.33,2.15,0.60
22-December-2010,73.55,74.50,72.00,73.70,72.885803986836630480,79311,326,5780646.00,51042,64.36,2.50,0.15
21-December-2010,72.50,72.80,71.20,72.00,71.473506131321002337,48766,199,3485477.00,36124,74.08,1.60,-0.50
20-December-2010,71.30,74.50,71.00,72.40,72.984997564539698002,10265,237,749191.00,4901,47.74,3.50,1.10
16-December-2010,72.80,74.25,71.60,72.20,72.990644171779141104,13040,139,951798.00,10668,81.81,2.65,-0.60
15-December-2010,73.40,73.40,71.50,71.50,71.871146135766625190,7233,95,519844.00,5389,74.51,1.90,-1.90
14-December-2010,73.50,73.50,72.10,72.35,73.002223755846944252,13041,67,952022.00,12216,93.67,1.40,-1.15
13-December-2010,75.85,75.85,72.60,73.70,73.488038277511961722,4807,78,353257.00,3851,80.11,3.25,-2.15
10-December-2010,74.40,76.00,72.60,73.80,73.910637639689107149,25861,240,1911403.00,15781,61.02,3.40,-0.60
9-December-2010,75.00,75.95,70.00,72.50,73.307541683340002667,187425,482,13739666.00,164785,87.92,5.95,-2.50
8-December-2010,76.80,77.00,73.60,74.90,75.584164829106945975,72560,229,5484387.00,59779,82.39,3.40,-1.90
7-December-2010,75.10,77.00,75.10,76.50,76.463845304927786574,41682,185,3187166.00,34167,81.97,1.90,1.40
6-December-2010,75.70,77.40,75.00,75.35,75.797873341488660957,10627,154,805504.00,8553,80.48,2.40,-0.35
3-December-2010,77.85,77.85,75.00,75.70,76.114968814968814968,19240,211,1464452.00,11089,57.64,2.85,-2.15
2-December-2010,76.50,79.35,75.70,77.35,77.589754282414832873,31174,334,2418783.00,11102,35.61,3.65,0.85
1-December-2010,75.75,76.70,75.00,76.05,76.006321988395254178,11547,119,877645.00,9619,83.30,1.70,0.30
30-November-2010,74.50,76.05,74.50,75.60,75.329465776293823038,35940,221,2707341.00,25989,72.31,1.55,1.10
29-November-2010,73.50,75.95,73.00,75.75,74.323608589494772428,31946,203,2374342.00,26309,82.35,2.95,2.25
26-November-2010,74.15,75.00,69.50,73.25,72.569551466359976998,104340,561,7571907.00,69050,66.18,5.50,-0.90
25-November-2010,77.50,78.30,73.00,74.15,75.956862183877496779,48913,454,3715278.00,38738,79.20,5.30,-3.35
24-November-2010,78.25,79.20,77.00,77.45,77.977485609182874076,29359,355,2289341.00,16478,56.13,2.20,-0.80
23-November-2010,77.70,79.80,76.55,77.60,78.313489429067510979,78328,479,6134139.00,50876,64.95,3.25,-0.10
22-November-2010,78.00,79.80,77.95,79.00,78.957697330830136315,49004,333,3869243.00,29238,59.66,1.85,1.00
19-November-2010,76.35,79.80,76.35,78.30,78.285760603894052508,120286,963,9416681.00,53739,44.68,3.45,1.95
18-November-2010,75.75,76.90,74.60,75.65,75.613878643965038144,39586,328,2993251.00,20860,52.70,2.30,-0.10
16-November-2010,76.85,79.50,74.60,75.75,76.947594672788820821,85373,798,6569247.00,35272,41.32,4.90,-1.10
15-November-2010,76.35,77.40,74.55,76.25,75.601167369508755271,35807,295,2707051.00,26361,73.62,2.85,-0.10
12-November-2010,77.80,78.70,75.50,76.80,77.183649603997235953,56439,462,4356168.00,40740,72.18,3.20,-1.00
11-November-2010,80.00,80.25,77.75,78.05,78.923584971891150437,185173,558,14614517.00,104712,56.55,2.50,-1.95
10-November-2010,79.65,80.25,78.50,79.35,79.212906228185837276,386790,463,30638760.00,354841,91.74,1.75,-0.30
9-November-2010,79.50,80.80,78.60,79.05,79.822934518540838810,159297,792,12715554.00,83432,52.38,2.20,-0.45
8-November-2010,78.35,79.95,76.20,79.80,79.296298490485556529,253194,1161,20077347.00,144561,57.09,3.75,1.45
5-November-2010,78.80,79.90,77.40,77.85,77.911474063865349089,68206,263,5314030.00,38781,56.86,2.50,-0.95
4-November-2010,77.05,77.90,75.70,77.30,76.722663686272583240,81421,772,6246836.00,43644,53.60,2.20,0.25
3-November-2010,76.90,78.40,75.05,77.05,76.182853065659104545,493336,1334,37583744.00,370224,75.04,3.35,0.15
2-November-2010,75.65,76.00,74.20,75.40,75.421773903666427030,22256,238,1678587.00,13733,61.70,1.80,-0.25
1-November-2010,75.00,75.85,74.65,75.10,75.180508227047025606,10271,103,772179.00,6394,62.25,1.20,0.10
29-October-2010,74.50,75.90,73.70,74.20,74.782077123880646333,60526,555,4526260.00,40711,67.26,2.20,-0.30
28-October-2010,75.30,76.00,74.10,74.50,75.167729484812888068,35754,353,2687547.00,23022,64.39,1.90,-0.80
27-October-2010,75.70,76.00,74.20,75.65,75.249745317765065433,25522,340,1920524.00,15382,60.27,1.80,-0.05
26-October-2010,76.25,76.50,74.55,75.60,75.478051551940673404,33442,409,2524137.00,19034,56.92,1.95,-0.65
25-October-2010,76.00,77.85,75.55,76.00,76.798306881380051403,68867,726,5288869.00,33701,48.94,2.30,0.00
22-October-2010,75.55,78.65,75.00,75.55,76.825241469900656320,217729,1239,16727083.00,153897,70.68,3.65,0.00
21-October-2010,74.35,76.40,74.30,75.35,74.915202717045213330,117775,308,8823138.00,105166,89.29,2.10,1.00
20-October-2010,75.35,76.00,74.00,74.30,75.050935476986554741,42171,372,3164973.00,24031,56.98,2.00,-1.05
19-October-2010,77.00,77.70,75.50,75.90,76.607586711071399561,61555,532,4715580.00,45062,73.21,2.20,-1.10
18-October-2010,77.75,77.95,75.55,76.05,76.712836960672012218,65475,617,5022773.00,34777,53.11,2.40,-1.70
15-October-2010,77.00,80.90,76.50,77.00,78.289283801685504101,141916,1601,11110502.00,80702,56.87,4.40,0.00
14-October-2010,81.50,81.55,76.00,76.75,78.294673841477601817,202003,1481,15815759.00,131515,65.11,5.55,-4.75
13-October-2010,81.20,83.60,80.55,81.60,82.354610623191765180,582405,2985,47963737.00,204996,35.20,3.05,0.40
12-October-2010,81.60,81.95,78.10,80.35,79.769399555097765967,1848496,3966,147453416.00,1316037,71.20,3.85,-1.25
11-October-2010,77.15,82.00,77.15,80.50,80.110783014407837119,258054,1799,20672908.00,136091,52.74,4.85,3.35
8-October-2010,77.00,77.95,74.90,77.25,76.334848882489378151,140983,1173,10761916.00,68276,48.43,3.05,0.25
7-October-2010,78.45,78.85,76.00,76.40,77.568455189690969302,116558,934,9041224.00,73531,63.09,2.85,-2.05
6-October-2010,77.80,79.75,76.75,77.80,78.430520984422662809,381259,1702,29902342.00,301494,79.08,3.00,0.00
5-October-2010,79.30,80.30,76.10,76.85,78.815962984384037015,164255,1533,12945916.00,77189,46.99,4.20,-2.45
4-October-2010,74.05,79.80,74.05,78.30,77.700632921138950059,324685,2442,25228230.00,180604,55.62,5.75,4.25
1-October-2010,74.75,75.40,73.60,74.35,74.685906102132366496,65092,636,4861455.00,41701,64.06,1.80,-0.40
30-September-2010,70.15,75.45,70.15,74.60,74.545235480222284149,122006,984,9094966.00,71093,58.27,5.30,4.45
29-September-2010,75.90,75.95,72.30,73.15,73.841829154670673258,119137,986,8797294.00,85224,71.53,3.65,-2.75
28-September-2010,73.05,76.70,73.00,75.25,75.241490272685916133,149476,1264,11246797.00,58902,39.41,3.70,2.20
27-September-2010,74.80,75.80,74.00,74.45,74.651957304238438640,80289,642,5993731.00,56354,70.19,1.80,-0.35
24-September-2010,75.50,76.40,74.00,74.80,75.225497159090909090,112640,974,8473400.00,59527,52.85,2.40,-0.70
23-September-2010,78.10,79.70,75.50,76.05,77.773382461234331949,761821,5006,59249396.00,304569,39.98,4.20,-2.05
22-September-2010,71.45,78.20,70.00,77.20,73.706070559079229037,1258945,4965,92791889.00,703848,55.91,8.20,5.75
21-September-2010,71.50,71.95,69.80,70.85,70.912259769037371628,117335,858,8320490.00,67682,57.68,2.15,-0.65
20-September-2010,71.95,72.90,70.25,70.80,71.558195874329120573,289359,1452,20706008.00,154108,53.26,2.65,-1.15
17-September-2010,71.00,72.20,70.00,71.55,71.380044502073028221,62469,707,4459040.00,44089,70.58,2.20,0.55
16-September-2010,71.35,71.80,69.80,70.15,70.531961962622994122,60572,391,4272262.00,39754,65.63,2.00,-1.20
15-September-2010,71.95,72.40,70.50,70.75,71.619884603055882038,37436,419,2681162.00,20234,54.05,1.90,-1.20
14-September-2010,71.40,74.20,70.85,71.25,72.422244850628361043,275956,2106,19985353.00,118059,42.78,3.35,-0.15
13-September-2010,70.95,71.45,70.00,70.15,70.739596926199797013,48279,462,3415237.00,38014,78.74,1.45,-0.80
9-September-2010,70.95,72.30,69.15,69.80,71.200818700510502441,189813,1649,13514841.00,65421,34.47,3.15,-1.15
8-September-2010,69.70,71.45,69.50,70.20,70.350934342878524420,45433,390,3196254.00,24421,53.75,1.95,0.50
7-September-2010,71.25,71.25,69.85,70.15,70.235386455374495440,26756,223,1879218.00,18850,70.45,1.40,-1.10
6-September-2010,69.80,72.50,69.60,70.10,70.598600294796949896,86161,507,6082846.00,61669,71.57,2.90,0.30
3-September-2010,69.35,70.80,68.20,69.05,69.871703216166888895,105747,648,7388723.00,64007,60.53,2.60,-0.30
2-September-2010,68.60,69.70,68.50,69.25,69.088893350926510240,34862,300,2408577.00,24856,71.30,1.20,0.65
1-September-2010,68.75,68.90,67.75,68.40,68.286996603590490053,24732,267,1688874.00,14651,59.24,1.15,-0.35
31-August-2010,67.40,69.50,66.80,68.80,68.203411101768301100,79681,761,5434516.00,49796,62.49,2.70,1.40
30-August-2010,69.80,69.80,66.50,67.40,67.962802430913886022,43605,453,2963518.00,23905,54.82,3.30,-2.40
27-August-2010,68.30,71.00,67.10,68.05,69.588062248484539758,157048,1576,10928666.00,46583,29.66,3.90,-0.25
26-August-2010,69.50,69.50,67.95,68.30,68.401982105987611837,72650,433,4969404.00,54710,75.31,1.55,-1.20
25-August-2010,69.75,69.75,66.30,68.70,68.949067645308470541,80656,422,5561156.00,64532,80.01,3.45,-1.05
24-August-2010,71.20,71.75,68.60,69.70,70.122355048960553547,161865,1176,11350355.00,82564,51.01,3.15,-1.50
23-August-2010,68.50,71.70,68.50,70.55,70.313359509635719522,260541,1390,18319513.00,143598,55.12,3.20,2.05
20-August-2010,69.00,69.10,67.55,68.10,68.526382424129584807,26855,275,1840276.00,20084,74.79,1.55,-0.90
19-August-2010,69.00,69.95,68.30,69.05,69.025228640303258929,54343,381,3751038.00,34736,63.92,1.65,0.05
18-August-2010,67.55,69.50,67.55,68.50,68.659873614988097888,58393,546,4009256.00,34019,58.26,1.95,0.95
17-August-2010,67.60,69.10,67.60,68.15,68.241596796772688272,66433,595,4533494.00,35157,52.92,1.50,0.55
16-August-2010,67.50,69.15,66.55,68.60,68.172475769370720358,90691,796,6182630.00,44922,49.53,2.60,1.10
13-August-2010,69.00,69.00,66.60,67.20,67.575270944958597174,65696,463,4439425.00,39175,59.63,2.40,-1.80
12-August-2010,67.00,68.60,67.00,68.00,67.793944424680817423,25299,289,1715119.00,14722,58.19,1.60,1.00
11-August-2010,67.60,69.90,67.60,68.25,68.846261388733174391,148063,572,10193584.00,76843,51.90,2.30,0.65
10-August-2010,67.05,69.20,67.00,68.75,68.037313646994676653,278772,670,18966898.00,240047,86.11,2.20,1.70
9-August-2010,69.00,69.30,66.95,67.70,67.376896905404590084,381213,861,25684949.00,335626,88.04,2.35,-1.30
6-August-2010,70.50,71.50,68.50,68.95,69.985250160627985585,286376,2282,20042096.00,79372,27.72,3.00,-1.55
5-August-2010,67.00,69.00,67.00,67.25,68.027960541578893642,107759,1604,7330625.00,47226,43.83,2.00,0.25
4-August-2010,67.50,67.55,66.15,66.50,66.659177590461844171,31201,343,2079833.00,19620,62.88,1.40,-1.00
3-August-2010,66.60,68.15,66.50,67.00,66.601920055142441571,342386,418,22803565.00,318091,92.90,1.65,0.40
2-August-2010,68.60,68.90,67.15,67.60,67.791315230995265821,18377,312,1245801.00,11257,61.26,1.75,-1.00
30-July-2010,67.35,69.70,67.35,68.40,68.756833963755433862,88565,942,6089449.00,39650,44.77,2.35,1.05
29-July-2010,67.20,68.50,67.20,68.15,67.916625819853885115,42843,582,2909752.00,14566,34.00,1.30,0.95
28-July-2010,69.00,69.00,67.50,67.80,67.889764309764309764,29700,318,2016326.00,11840,39.87,1.50,-1.20
27-July-2010,68.10,69.20,67.50,68.20,68.400601159141106332,60217,569,4118879.00,25324,42.05,1.70,0.10
26-July-2010,68.05,70.30,67.75,69.00,68.968444155924448978,161745,1703,11155301.00,61818,38.22,2.55,0.95
23-July-2010,68.50,68.50,66.05,67.25,67.012534748546878948,98925,1149,6629215.00,44557,45.04,2.45,-1.25
22-July-2010,68.70,68.70,66.60,67.85,67.787592329064172934,88542,726,6002049.00,39623,44.75,2.10,-0.85
21-July-2010,69.00,70.00,67.30,67.75,68.498460727590709263,83481,999,5718320.00,42884,51.37,2.70,-1.25
20-July-2010,70.40,70.45,67.55,68.10,69.317997056082969845,148102,1186,10266134.00,71271,48.12,2.90,-2.30
19-July-2010,69.50,71.80,68.75,69.65,70.566818610815478222,348593,2860,24599099.00,142052,40.75,3.05,0.15
16-July-2010,69.70,72.00,68.50,69.20,70.665679665105957314,951704,6569,67252810.00,279451,29.36,3.50,-0.50
15-July-2010,66.50,70.45,66.00,68.95,69.253039319166364395,918051,4702,63577822.00,488999,53.26,4.45,2.45
14-July-2010,67.25,68.50,65.00,65.90,65.743125503163868179,1525348,3683,100281145.00,1125433,73.78,3.50,-1.35
13-July-2010,65.15,67.20,64.70,67.00,66.625330119592669903,173422,1598,11554298.00,72203,41.63,2.50,1.85
12-July-2010,70.00,70.00,64.60,64.95,66.543441861067658994,308769,2334,20546552.00,132606,42.95,5.40,-5.05
9-July-2010,63.80,66.70,63.50,64.25,64.655906699577367595,989749,2112,63993119.00,790510,79.87,3.20,0.45
8-July-2010,62.10,63.50,62.10,62.90,62.808287025851654989,8278,156,519927.00,6234,75.31,1.40,0.80
7-July-2010,62.00,63.75,61.30,61.80,61.476308920871550249,122219,407,7513573.00,108539,88.81,2.45,-0.20
6-July-2010,61.50,62.50,61.20,61.85,61.887575284407762658,13449,135,832326.00,10040,74.65,1.30,0.35
5-July-2010,62.00,62.50,61.15,61.35,61.823002193669696020,15955,128,986386.00,10574,66.27,1.35,-0.65
2-July-2010,62.20,63.20,61.55,61.70,62.400266273596120013,42062,352,2624680.00,12939,30.76,1.65,-0.50
1-July-2010,62.50,62.50,60.10,62.15,61.815575767419197661,24628,280,1522394.00,13260,53.84,2.40,-0.35
30-June-2010,62.50,62.80,61.25,62.40,62.217426104853924875,17491,131,1088245.00,15162,86.68,1.55,-0.10
29-June-2010,61.65,63.95,61.65,62.50,62.704539690590920618,3943,47,247244.00,3719,94.32,2.30,0.85
28-June-2010,64.50,64.70,62.50,62.85,63.895630385313594640,39111,138,2499022.00,30191,77.19,2.20,-1.65
25-June-2010,64.00,64.75,63.50,64.05,64.216858338550762843,30347,238,1948789.00,20900,68.87,1.25,0.05
24-June-2010,63.50,64.10,63.05,63.85,63.491640809521604223,21593,122,1370975.00,19140,88.64,1.05,0.35
23-June-2010,63.00,63.95,63.00,63.10,63.307927762473217018,3267,64,206827.00,2697,82.55,0.95,0.10
22-June-2010,63.35,64.70,62.80,62.95,63.525272712132567241,12009,138,762875.00,8846,73.66,1.90,-0.40
21-June-2010,63.00,65.80,63.00,64.15,64.538918190203637567,84562,566,5457540.00,39441,46.64,2.80,1.15
18-June-2010,63.70,64.25,62.50,63.10,63.420840289371174179,14376,150,911738.00,9590,66.71,1.75,-0.60
17-June-2010,63.00,64.00,62.25,63.20,63.586694298315532174,18819,181,1196638.00,14607,77.62,1.75,0.20
16-June-2010,63.95,63.95,61.55,63.10,63.042750287686996547,17380,147,1095683.00,13495,77.65,2.40,-0.85
15-June-2010,62.50,63.50,62.00,62.05,62.352056168505516549,3988,71,248660.00,3734,93.63,1.50,-0.45
14-June-2010,62.50,62.90,61.50,62.25,62.380196456761971583,11402,136,711259.00,10161,89.12,1.40,-0.25
11-June-2010,60.55,62.40,60.05,61.40,61.113314092106914292,7969,231,487012.00,3997,50.16,2.35,0.85
10-June-2010,59.50,60.45,59.20,60.00,59.893773349937733499,8030,62,480947.00,7534,93.82,1.25,0.50
9-June-2010,64.25,64.25,58.25,58.75,59.271826758147512864,23320,302,1382219.00,17086,73.27,6.00,-5.50
8-June-2010,60.55,61.00,56.50,57.95,58.159070442265359215,39976,441,2324967.00,30683,76.75,4.50,-2.60
7-June-2010,60.00,61.25,59.55,60.05,60.386166565839887074,4959,89,299455.00,3276,66.06,1.70,0.05
4-June-2010,62.00,62.50,61.00,61.15,61.576037959667852906,8430,133,519086.00,5787,68.65,1.50,-0.85
3-June-2010,63.20,63.20,61.15,61.60,61.833147570218457423,8972,128,554767.00,7441,82.94,2.05,-1.60
2-June-2010,63.40,63.40,62.00,62.20,62.420048701298701298,2464,52,153803.00,2213,89.81,1.40,-1.20
1-June-2010,64.15,64.25,62.55,62.75,63.080804854679016288,6262,89,395012.00,4712,75.25,1.70,-1.40
31-May-2010,64.30,64.65,63.05,63.55,63.729643835616438356,9125,145,581533.00,3896,42.70,1.60,-0.75
28-May-2010,65.45,65.85,64.10,64.65,65.033378548590252882,20642,160,1342419.00,16562,80.23,1.75,-0.80
27-May-2010,64.35,66.00,63.30,64.40,64.633115249119275289,21857,250,1412686.00,12179,55.72,2.70,0.05
26-May-2010,62.50,65.00,62.00,64.35,63.835601159937541824,40347,382,2575575.00,26701,66.18,3.00,1.85
25-May-2010,63.35,63.70,61.10,62.00,62.609751698430830277,16633,303,1041388.00,10017,60.22,2.60,-1.35
24-May-2010,63.50,65.00,61.60,64.45,61.931443623661455649,349260,580,21630176.00,314600,90.08,3.40,0.95
