Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
27-January-2012,110.75,113.70,110.75,113.20,113.094374754998039984,10204,138,1154015.00,7383,72.35,2.95,2.45
25-January-2012,113.90,113.90,110.25,110.75,112.196940542620742736,20788,905,2332350.00,16513,79.44,3.65,-3.15
24-January-2012,110.80,115.50,110.50,113.55,114.282167645488521089,41206,255,4709111.00,33632,81.62,5.00,2.75
23-January-2012,114.00,114.65,111.00,111.45,112.915936769375719719,28657,680,3235832.00,11961,41.74,3.65,-2.55
20-January-2012,111.60,114.65,110.00,111.35,112.500104379775374723,71853,867,8083470.00,41777,58.14,4.65,-0.25
19-January-2012,108.35,113.75,107.50,111.80,111.175397779272474666,90691,1262,10082608.00,59336,65.43,6.25,3.45
18-January-2012,108.50,108.90,106.15,107.35,107.893890369242481918,42032,371,4534996.00,33036,78.60,2.75,-1.15
17-January-2012,106.00,110.00,106.00,108.55,108.387764298589453806,419412,3803,45459129.00,224288,53.48,4.00,2.55
16-January-2012,105.00,105.75,102.20,104.80,105.134097035040431266,25228,418,2652323.00,4894,19.40,3.55,-0.20
13-January-2012,103.50,107.50,103.00,104.70,105.317845037045924948,33337,430,3510981.00,22895,68.68,4.50,1.20
12-January-2012,102.00,103.75,101.30,102.35,102.683641239570917759,33560,459,3446063.00,12519,37.30,2.45,0.35
11-January-2012,98.70,104.00,98.70,101.05,102.231561519357757541,51943,267,5310214.00,33855,65.18,5.30,2.35
10-January-2012,99.45,103.45,98.15,101.00,101.099719508656543185,10339,307,1045270.00,3526,34.10,5.30,1.55
9-January-2012,101.20,101.20,97.10,98.85,98.964579055441478439,5844,87,578349.00,3977,68.05,4.10,-2.35
7-January-2012,102.95,102.95,98.00,98.60,98.965000000000000000,1200,41,118758.00,549,45.75,4.95,-4.35
6-January-2012,99.50,99.95,97.00,98.55,99.409654873489732892,36914,130,3669608.00,5922,16.04,2.95,-0.95
5-January-2012,100.05,100.15,98.10,98.50,98.941152659874688574,175403,149,17354575.00,172251,98.20,2.05,-1.55
4-January-2012,99.00,100.95,98.00,100.05,98.613903803341253063,213812,228,21084836.00,203234,95.05,2.95,1.05
3-January-2012,97.50,100.70,97.50,98.20,98.725480532281912272,8116,198,801256.00,1053,12.97,3.20,0.70
2-January-2012,101.00,101.55,96.30,96.60,98.107589415527769700,3439,144,337392.00,2815,81.86,5.25,-4.40
30-December-2011,101.00,101.50,97.35,100.55,100.507539395998810686,23543,254,2366249.00,11105,47.17,4.15,-0.45
29-December-2011,101.90,101.90,99.25,100.80,101.053826303742473502,68591,150,6931383.00,65521,95.52,2.65,-1.10
28-December-2011,102.00,103.60,101.00,101.50,102.036161653104141903,21874,287,2231939.00,16935,77.42,2.60,-0.50
27-December-2011,102.75,103.75,102.20,102.95,102.822740458878046942,26543,388,2729224.00,11607,43.73,1.55,0.20
26-December-2011,98.05,102.40,98.00,101.65,101.072488822652757078,67100,284,6781964.00,47009,70.06,4.40,3.60
23-December-2011,97.00,100.45,97.00,99.00,98.925521501751027777,45973,409,4547903.00,39115,85.08,3.45,2.00
22-December-2011,97.00,97.75,95.30,96.25,96.164050424696189787,282084,500,27126340.00,256862,91.06,2.45,-0.75
21-December-2011,97.90,98.00,95.55,96.20,97.044735314042388464,41332,370,4011053.00,32610,78.90,2.45,-1.70
20-December-2011,90.50,100.45,90.50,95.90,96.862480492059120536,32679,353,3165369.00,18606,56.94,9.95,5.40
19-December-2011,100.50,100.50,97.00,98.15,98.699169723884919868,15537,215,1533489.00,10219,65.77,3.50,-2.35
16-December-2011,102.00,103.00,99.50,100.45,101.160320415185874654,17727,226,1793269.00,10054,56.72,3.50,-1.55
15-December-2011,101.50,101.60,99.30,100.75,100.522631297210491881,16813,162,1690087.00,10948,65.12,2.30,-0.75
14-December-2011,101.00,101.95,99.25,100.65,100.747335659718947467,10603,220,1068224.00,6457,60.90,2.70,-0.35
13-December-2011,102.00,102.00,100.00,101.00,100.981965174129353233,11256,82,1136653.00,9965,88.53,2.00,-1.00
12-December-2011,102.00,103.30,100.00,101.95,102.118047982551799345,11004,207,1123707.00,8503,77.27,3.30,-0.05
9-December-2011,101.75,104.75,101.75,102.35,103.116229209979209979,15392,257,1587165.00,8362,54.33,3.00,0.60
8-December-2011,104.00,104.50,102.00,103.15,103.245402202099318932,1354344,618,139829791.00,1290947,95.32,2.50,-0.85
7-December-2011,104.00,104.85,103.50,103.60,103.922164680287552024,84576,1787,8789321.00,48448,57.28,1.35,-0.40
5-December-2011,101.00,104.90,101.00,103.60,103.825936997010807082,8698,382,903078.00,4522,51.99,3.90,2.60
2-December-2011,102.90,103.40,100.50,102.15,101.911349461997121513,29182,153,2973977.00,24993,85.65,2.90,-0.75
1-December-2011,102.00,104.75,100.20,101.10,103.298711656441717791,32600,494,3367538.00,22621,69.00,4.55,-0.90
30-November-2011,98.00,99.50,96.25,99.05,98.010572807576723431,109810,407,10762541.00,84313,76.78,3.25,1.05
29-November-2011,96.70,97.50,94.15,96.80,95.898759191427339276,183187,415,17567406.00,177631,96.97,3.35,0.10
28-November-2011,94.05,96.85,94.05,96.45,95.659551838975783882,150437,337,14390736.00,137768,91.58,2.80,2.40
25-November-2011,88.00,95.00,88.00,94.85,94.673195397272255172,182935,682,17319041.00,167687,91.66,7.00,6.85
24-November-2011,89.05,92.45,89.00,90.00,90.022351983334991442,492529,655,44338619.00,470506,95.53,3.45,0.95
23-November-2011,92.00,92.00,88.05,88.85,89.661467977474467882,52385,389,4696916.00,34626,66.10,3.95,-3.15
22-November-2011,93.80,95.00,91.05,93.00,92.898685877603936474,67878,809,6305777.00,52606,77.50,3.95,-0.80
21-November-2011,94.00,96.00,91.00,93.75,93.668587919881281309,121969,1213,11424664.00,105303,86.34,5.00,-0.25
18-November-2011,97.00,99.00,84.00,97.30,94.434227117762047409,149887,1161,14154463.00,115679,77.18,15.00,0.30
17-November-2011,100.25,100.25,97.00,98.10,98.373599439775910364,14280,274,1404775.00,7893,55.27,3.25,-2.15
16-November-2011,109.45,110.45,100.20,100.70,103.860911292986383822,108988,1477,11319593.00,55788,51.19,10.25,-8.75
15-November-2011,107.80,107.80,105.05,105.20,106.367098248286367098,27573,262,2932860.00,22748,82.50,2.75,-2.60
14-November-2011,113.00,113.45,108.25,108.30,110.651517434171981452,59739,625,6610211.00,53864,90.17,5.20,-4.70
11-November-2011,114.50,114.50,112.05,112.40,112.796232464929859719,12475,381,1407133.00,8168,65.47,2.45,-2.10
9-November-2011,118.25,118.25,114.00,114.10,115.631479397610553786,41767,430,4829580.00,38076,91.16,4.25,-4.15
8-November-2011,119.00,119.80,115.25,115.35,116.524881073280239456,18709,282,2180064.00,16249,86.85,4.55,-3.65
4-November-2011,119.95,121.85,118.05,118.60,120.710387808584201369,90818,1271,10962676.00,29451,32.43,3.80,-1.35
3-November-2011,117.00,118.45,116.25,118.40,118.162406537993392453,5751,162,679552.00,4605,80.07,2.20,1.40
2-November-2011,117.75,118.25,116.50,117.30,117.852788783907345321,6562,102,773350.00,5493,83.71,1.75,-0.45
1-November-2011,117.50,118.60,117.25,117.65,117.531188536105647653,21354,141,2509761.00,19529,91.45,1.35,0.15
31-October-2011,118.50,118.75,117.05,118.05,118.141405764047273481,4823,180,569796.00,3660,75.89,1.70,-0.45
28-October-2011,118.50,119.45,118.05,118.65,118.652399639261949447,82054,283,9735904.00,61871,75.40,1.40,0.15
26-October-2011,116.00,117.50,116.00,117.35,116.995313964386129334,3201,49,374502.00,2681,83.76,1.50,1.35
25-October-2011,116.00,117.50,114.40,117.10,116.627371932995064989,14387,209,1677918.00,9504,66.06,3.10,1.10
24-October-2011,115.00,117.70,115.00,116.95,116.462704341236332142,9237,169,1075766.00,6264,67.81,2.70,1.95
21-October-2011,116.05,117.00,114.30,114.45,114.925616599243116273,7663,121,880675.00,4331,56.52,2.70,-1.60
20-October-2011,117.20,118.45,115.05,116.20,116.861533546325878594,15650,213,1828883.00,5529,35.33,3.40,-1.00
19-October-2011,119.00,119.85,117.95,118.45,118.771302335367136545,47530,498,5645200.00,32926,69.27,1.90,-0.55
18-October-2011,117.00,119.50,117.00,118.40,118.862712405033926810,137944,729,16396398.00,107812,78.16,2.50,1.40
17-October-2011,117.00,118.90,117.00,118.05,117.912708349636121762,25558,267,3013613.00,21177,82.86,1.90,1.05
14-October-2011,119.50,119.50,116.05,117.30,117.885855077146780838,61895,1109,7296545.00,28850,46.61,3.45,-2.20
13-October-2011,118.50,121.45,116.90,118.40,119.746292210824650960,248396,2931,29744500.00,80540,32.42,4.55,-0.10
12-October-2011,116.00,119.50,115.85,118.80,117.598592173620099647,56399,878,6632443.00,30053,53.29,3.65,2.80
11-October-2011,116.00,117.50,115.00,115.95,116.139274623542508935,51201,783,5946447.00,17355,33.90,2.50,-0.05
10-October-2011,116.25,116.25,111.05,114.05,113.728101141121418602,24362,303,2770644.00,13275,54.49,5.20,-2.20
7-October-2011,116.35,117.00,107.30,112.30,111.568679744324443464,45370,580,5061871.00,30326,66.84,9.70,-4.05
5-October-2011,108.50,108.75,106.25,106.35,107.198741272494837250,10169,217,1090104.00,5751,56.55,2.50,-2.15
4-October-2011,110.25,110.95,108.00,109.10,109.523882981653903366,18151,227,1987968.00,13035,71.81,2.95,-1.15
3-October-2011,114.50,115.00,108.95,110.40,111.299451290815867590,44468,609,4949264.00,26966,60.64,6.05,-4.10
30-September-2011,118.90,119.60,115.40,115.85,117.965635738831615120,32301,528,3810408.00,14112,43.69,4.20,-3.05
29-September-2011,116.30,118.80,115.55,117.50,117.468583193533628183,26228,158,3080966.00,23815,90.80,3.25,1.20
28-September-2011,117.00,118.50,115.10,115.85,116.202912914206920325,23207,270,2696721.00,17563,75.68,3.40,-1.15
27-September-2011,118.90,118.90,116.65,117.60,118.080791106514994829,15472,246,1826946.00,8796,56.85,2.25,-1.30
26-September-2011,120.60,121.40,113.85,118.25,117.930583249000531046,99803,1400,11769826.00,39361,39.44,7.55,-2.35
23-September-2011,114.25,120.50,113.00,119.40,117.052270004645136053,81806,983,9575578.00,42626,52.11,7.50,5.15
22-September-2011,115.75,116.65,114.75,115.45,115.568085241326821843,15767,337,1822162.00,6466,41.01,1.90,-0.30
21-September-2011,116.05,118.05,114.00,117.35,114.772589878998366557,315285,1108,36186076.00,258725,82.06,4.05,1.30
20-September-2011,113.05,117.90,113.00,115.55,114.640457240532022862,37442,410,4292368.00,24879,66.45,4.90,2.50
19-September-2011,111.05,113.30,110.50,112.95,112.171908112231923370,23594,418,2646584.00,16628,70.48,2.80,1.90
16-September-2011,109.00,111.00,108.00,110.90,110.321108225108225108,28875,346,3185522.00,17843,61.79,3.00,1.90
15-September-2011,109.15,109.80,107.50,108.75,109.091520965495899736,38778,635,4230351.00,15573,40.16,2.30,-0.40
14-September-2011,108.95,109.00,106.00,107.60,106.561814674573122812,349925,267,37288643.00,341070,97.47,3.00,-1.35
13-September-2011,108.35,109.50,108.00,108.35,109.091199193819281155,11908,226,1299058.00,8134,68.31,1.50,0.00
12-September-2011,107.75,108.25,106.70,107.75,107.126435045317220543,6620,162,709177.00,4196,63.38,1.55,0.00
9-September-2011,106.25,107.90,106.25,107.20,107.632264234220979844,13594,108,1463153.00,7422,54.60,1.65,0.95
8-September-2011,110.15,111.00,105.00,106.35,105.403308164007081804,341156,654,35958971.00,312644,91.64,6.00,-3.80
7-September-2011,106.90,107.65,106.00,107.30,106.083671192620608963,110253,282,11696043.00,105745,95.91,1.65,0.40
6-September-2011,103.35,105.75,103.10,105.60,104.716753843715327310,12618,171,1321316.00,3665,29.05,2.65,2.25
5-September-2011,103.75,105.00,103.00,104.30,103.890724829257545714,4539,92,471560.00,2188,48.20,2.00,0.55
2-September-2011,105.70,106.00,103.00,104.10,104.209092494115595850,22942,309,2390765.00,10233,44.60,3.00,-1.60
30-August-2011,104.70,107.00,101.80,105.10,103.454250855806963346,191632,593,19825145.00,167846,87.59,5.20,0.40
29-August-2011,104.55,105.05,102.80,103.10,103.360408594575554772,42585,416,4401603.00,35514,83.40,2.25,-1.45
26-August-2011,102.50,105.45,102.50,103.65,103.662619307252165602,81617,424,8460632.00,62224,76.24,2.95,1.15
25-August-2011,104.95,105.00,100.55,103.05,103.291199085619285120,19248,319,1988149.00,8817,45.81,4.45,-1.90
24-August-2011,104.30,105.45,103.00,103.45,103.758385863649021543,39501,171,4098560.00,36464,92.31,2.45,-0.85
23-August-2011,104.20,105.75,104.00,104.30,104.797310904460107800,16883,106,1769293.00,15654,92.72,1.75,0.10
22-August-2011,103.00,105.50,101.05,104.80,104.828023850085178875,46960,246,4922724.00,43059,91.69,4.45,1.80
19-August-2011,102.00,108.00,96.30,103.35,100.886460995039831654,106448,996,10739162.00,60871,57.18,11.70,1.35
18-August-2011,105.05,105.05,103.10,103.55,103.987732674532521190,23477,160,2441320.00,13476,57.40,1.95,-1.50
17-August-2011,105.35,106.00,103.50,104.95,104.898216788187744988,196948,408,20659494.00,178597,90.68,2.50,-0.40
16-August-2011,109.00,109.00,105.00,105.40,105.943953244417803087,6673,120,706964.00,3716,55.69,4.00,-3.60
12-August-2011,110.90,110.90,106.00,106.75,108.116444574608288182,34145,432,3691636.00,18896,55.34,4.90,-4.15
11-August-2011,104.90,109.75,104.90,106.95,107.811589796600893861,32891,639,3546031.00,12686,38.57,4.85,2.05
10-August-2011,110.80,111.00,105.00,105.35,107.206980841224399911,45410,450,4868269.00,24866,54.76,6.00,-5.45
9-August-2011,105.00,107.75,102.15,104.10,105.471471328047887413,62814,505,6625085.00,43772,69.69,5.60,-0.90
8-August-2011,106.00,109.30,104.05,108.65,107.015426686086258657,33643,586,3600320.00,15508,46.10,5.25,2.65
5-August-2011,112.10,112.90,108.00,110.90,109.230738526575526385,110233,504,12040832.00,87100,79.01,4.90,-1.20
4-August-2011,115.00,116.35,113.50,113.85,115.060948038377505462,52635,338,6056233.00,29258,55.59,2.85,-1.15
3-August-2011,112.15,116.90,110.75,113.75,113.670143769968051118,62600,575,7115751.00,34820,55.62,6.15,1.60
2-August-2011,115.70,115.70,112.35,114.85,114.170946255761758814,82874,661,9461803.00,40996,49.47,3.35,-0.85
1-August-2011,113.80,116.85,113.70,115.15,115.765440811146941268,315997,1547,36581532.00,216802,68.61,3.15,1.35
29-July-2011,114.10,114.10,111.75,112.10,112.602795976746332010,21674,198,2440553.00,15432,71.20,2.35,-2.00
28-July-2011,113.80,114.30,112.10,112.80,112.928269067959670591,12993,197,1467277.00,6720,51.72,2.20,-1.00
27-July-2011,111.35,115.90,111.35,114.05,114.098950907262603370,66629,877,7602299.00,38597,57.93,4.55,2.70
26-July-2011,111.00,114.65,109.10,111.65,111.758555164045236634,184187,1721,20584473.00,77033,41.82,5.55,0.65
25-July-2011,108.05,110.90,106.00,109.55,109.321579764340647710,453536,920,49581272.00,388540,85.67,4.90,1.50
22-July-2011,108.85,110.90,108.00,108.55,109.699151956889702580,115796,763,12702723.00,73065,63.10,2.90,-0.30
21-July-2011,108.20,108.65,103.30,107.65,106.270345740281224152,151125,1412,16060106.00,60160,39.81,5.35,-0.55
20-July-2011,104.70,111.00,104.70,108.30,106.693477229617754388,1460867,3855,155864980.00,1147232,78.53,6.30,3.60
19-July-2011,104.00,104.90,102.55,103.55,103.316761018877242697,1421447,2049,146859300.00,1189200,83.66,2.35,-0.45
18-July-2011,103.95,103.95,101.35,102.70,102.678148109451003610,86139,768,8844593.00,36480,42.35,2.60,-1.25
15-July-2011,102.90,104.70,101.55,102.35,103.371261642453855928,76337,642,7891052.00,31165,40.83,3.15,-0.55
14-July-2011,91.60,103.15,91.60,101.65,101.666468244883007463,65517,701,6660882.00,32756,50.00,11.55,10.05
13-July-2011,97.00,100.65,96.85,100.00,99.337432457611328488,21468,363,2132576.00,12941,60.28,3.80,3.00
12-July-2011,97.25,97.90,96.05,96.10,96.651935783006838993,34508,168,3335265.00,29979,86.88,1.85,-1.15
11-July-2011,97.55,98.75,97.50,97.75,98.070763937759011650,12789,146,1254227.00,8446,66.04,1.25,0.20
8-July-2011,100.00,100.90,97.60,98.30,99.603422528958308108,49554,579,4935748.00,19620,39.59,3.30,-1.70
7-July-2011,96.00,99.80,96.00,98.65,98.544421394425904212,44348,429,4370248.00,23586,53.18,3.80,2.65
6-July-2011,97.50,98.40,95.80,96.50,96.934213064783732685,25917,253,2512244.00,21253,82.00,2.60,-1.00
5-July-2011,99.20,99.20,97.65,98.05,98.263408360128617363,15550,173,1527996.00,9401,60.46,1.55,-1.15
4-July-2011,101.95,101.95,97.80,99.15,99.287204752934357339,103515,904,10277715.00,51031,49.30,4.15,-2.80
1-July-2011,92.50,99.90,92.50,99.20,97.360647908935757120,127734,1072,12436265.00,63565,49.76,7.40,6.70
30-June-2011,94.60,95.20,93.90,94.20,94.613265043348879796,34949,346,3306639.00,16875,48.28,1.30,-0.40
29-June-2011,94.60,95.45,91.05,93.85,92.812730489011483224,100059,456,9286749.00,76024,75.98,4.40,-0.75
28-June-2011,95.00,95.70,93.75,94.30,94.936460353230962737,95405,889,9057413.00,25643,26.88,1.95,-0.70
27-June-2011,91.65,94.60,90.50,94.05,93.204271981059669845,230619,1307,21494676.00,129991,56.37,4.10,2.40
24-June-2011,95.00,95.00,88.50,91.65,90.937934274622289260,121323,496,11032863.00,86313,71.14,6.50,-3.35
23-June-2011,88.70,89.00,86.40,88.90,88.017505578973468881,20165,257,1774873.00,13834,68.60,2.60,0.20
22-June-2011,88.15,88.50,86.55,87.65,87.274075180460748951,448574,353,39148881.00,406378,90.59,1.95,-0.50
21-June-2011,89.00,89.65,88.00,88.15,88.620022995358344334,23483,195,2081064.00,15452,65.80,1.65,-0.85
20-June-2011,89.35,89.35,87.00,87.30,87.933557091439044317,45287,271,3982247.00,35323,78.00,2.35,-2.05
17-June-2011,90.00,90.90,89.50,90.45,89.949088077625707525,66782,339,6006980.00,41897,62.74,1.40,0.45
16-June-2011,88.40,91.00,88.40,90.65,90.193072445392196415,69404,575,6259760.00,27399,39.48,2.60,2.25
15-June-2011,89.20,89.75,88.00,88.70,89.025874416670517026,21643,217,1926787.00,12130,56.05,1.75,-0.50
14-June-2011,89.50,91.20,88.60,89.20,89.676541911356531393,34227,290,3069359.00,25274,73.84,2.60,-0.30
13-June-2011,89.00,90.40,89.00,89.75,89.574730309708850481,34484,375,3088895.00,22738,65.94,1.40,0.75
10-June-2011,90.05,90.45,88.20,88.90,89.017044287767814361,131481,436,11704050.00,78032,59.35,2.25,-1.15
9-June-2011,90.75,92.40,89.50,89.60,91.045685151697809925,159264,993,14500300.00,48771,30.62,2.90,-1.15
8-June-2011,89.00,91.20,88.75,90.25,90.274695404214346554,135015,760,12188438.00,55164,40.86,2.45,1.25
7-June-2011,90.00,90.15,88.55,89.35,89.509691679891181138,17644,133,1579309.00,12072,68.42,1.60,-0.65
6-June-2011,90.00,90.45,88.80,89.75,89.649492870792297515,13606,122,1219771.00,8878,65.25,1.65,-0.25
3-June-2011,89.90,91.80,88.55,90.10,90.663573123036481374,62388,508,5656319.00,21898,35.10,3.25,0.20
2-June-2011,89.50,90.20,88.60,89.35,89.034295629928850557,212651,229,18933232.00,199319,93.73,1.60,-0.15
1-June-2011,89.70,92.40,89.30,90.05,89.843505244321449318,342561,686,30776881.00,296302,86.50,3.10,0.35
31-May-2011,89.00,91.50,88.90,89.10,89.232083373857226220,658048,699,58718994.00,545117,82.84,2.60,0.10
30-May-2011,89.90,91.10,88.65,89.50,90.238801957304941657,55791,492,5034513.00,37377,66.99,2.45,-0.40
27-May-2011,88.70,89.35,86.50,88.90,88.595238095238095238,298200,373,26419100.00,283947,95.22,2.85,0.20
26-May-2011,88.10,88.70,87.60,88.20,88.060667693598361609,283693,252,24982195.00,271752,95.79,1.10,0.10
25-May-2011,87.50,88.80,86.00,88.00,87.492270424069548265,279058,410,24415418.00,226141,81.04,2.80,0.50
24-May-2011,85.50,89.70,85.10,86.85,87.754641409857694844,42444,708,3724658.00,11770,27.73,4.60,1.35
23-May-2011,85.85,86.65,83.40,85.25,85.082242301309238428,21692,270,1845604.00,12255,56.50,3.25,-0.60
20-May-2011,87.00,87.50,85.00,85.10,86.478827606992163954,13272,289,1147747.00,7143,53.82,2.50,-1.90
19-May-2011,87.15,88.15,86.00,86.65,87.157430137122170150,40329,409,3514972.00,24568,60.92,2.15,-0.50
18-May-2011,87.05,91.50,87.00,88.55,89.782446985677806150,90070,758,8086705.00,48133,53.44,4.50,1.50
17-May-2011,88.50,88.85,86.25,87.45,87.373820981713185755,10390,200,907814.00,3813,36.70,2.60,-1.05
16-May-2011,90.45,92.00,88.00,88.40,90.103836866112154547,63359,638,5708889.00,24215,38.22,4.00,-2.05
13-May-2011,88.90,92.45,87.45,90.40,91.016599680669492925,108978,659,9918807.00,81789,75.05,5.00,1.50
12-May-2011,88.00,89.00,86.95,87.80,87.440324782639936767,27834,216,2433814.00,19601,70.42,2.05,-0.20
11-May-2011,91.75,91.75,87.55,88.35,89.979184792065425439,45976,517,4136883.00,24158,52.54,4.20,-3.40
10-May-2011,88.00,92.90,87.90,91.35,90.989759320832419112,236996,1423,21564209.00,147099,62.07,5.00,3.35
9-May-2011,86.05,89.00,86.00,88.50,88.423356110437022372,281862,632,24923184.00,244865,86.87,3.00,2.45
6-May-2011,88.00,90.90,85.05,85.60,87.858551269990592662,159450,1194,14009046.00,79049,49.58,5.85,-2.40
5-May-2011,85.95,90.00,84.35,87.15,88.798205522482289556,516362,881,45852019.00,459885,89.06,5.65,1.20
4-May-2011,84.60,88.00,83.60,86.00,86.250523047489772851,374249,1535,32279172.00,235111,62.82,4.40,1.40
3-May-2011,85.00,87.20,83.00,84.10,84.879452500843111488,85991,244,7298869.00,80531,93.65,4.20,-0.90
2-May-2011,88.95,89.05,84.00,86.90,86.191057171600419529,93438,792,8053520.00,52402,56.08,5.05,-2.05
29-April-2011,88.80,89.90,85.25,88.30,87.819670344520927150,229391,1490,20145042.00,101349,44.18,4.65,-0.50
28-April-2011,84.75,89.55,84.00,88.90,86.413873876398411895,785087,3267,67842409.00,454152,57.85,5.55,4.15
27-April-2011,80.05,84.80,79.95,84.35,83.219037370197658269,543615,1103,45239117.00,472621,86.94,4.85,4.30
26-April-2011,81.00,81.10,76.95,80.10,79.012374930202375382,331315,343,26177985.00,313651,94.67,4.15,-0.90
25-April-2011,80.25,81.65,80.25,81.35,81.075044644711159101,24079,105,1952206.00,22543,93.62,1.40,1.10
21-April-2011,80.90,81.30,78.50,79.95,80.772631607533232854,73647,250,5948662.00,67489,91.64,2.80,-0.95
20-April-2011,80.80,81.40,79.30,80.25,80.317943046723804257,25319,158,2033570.00,19851,78.40,2.10,-0.55
19-April-2011,78.90,80.90,78.85,79.55,79.731698617922425323,22430,215,1788382.00,14964,66.71,2.05,0.65
18-April-2011,77.00,81.20,77.00,77.95,79.056172520661157024,15488,196,1224422.00,10976,70.87,4.20,0.95
15-April-2011,81.25,81.75,80.00,80.80,80.966154937427167249,59211,455,4794087.00,48487,81.89,1.75,-0.45
13-April-2011,80.00,81.50,78.15,81.25,79.665885795281045334,219413,472,17479731.00,191643,87.34,3.35,1.25
11-April-2011,77.75,79.80,77.40,79.60,78.873001565539162199,21079,246,1662564.00,15718,74.57,2.40,1.85
8-April-2011,78.80,79.00,76.70,77.50,78.313510773130544993,19725,244,1544734.00,9941,50.40,2.30,-1.30
7-April-2011,77.35,78.90,75.95,78.70,78.215205585725368502,19335,184,1512291.00,10472,54.16,2.95,1.35
6-April-2011,78.00,78.00,76.50,77.15,77.089459740751253666,21138,113,1629517.00,17330,81.99,1.50,-0.85
5-April-2011,78.20,78.25,76.25,77.00,77.398741305067903279,15095,142,1168334.00,10091,66.85,2.00,-1.20
4-April-2011,75.00,78.35,74.10,77.95,76.912268647926633067,234329,295,18022775.00,213077,90.93,4.25,2.95
1-April-2011,76.50,76.50,74.30,74.40,75.108432988413160666,16139,121,1212175.00,10915,67.63,2.20,-2.10
31-March-2011,78.80,78.80,75.10,75.60,77.101182739797244606,30776,214,2372866.00,21335,69.32,3.70,-3.20
30-March-2011,76.20,78.90,75.40,77.30,77.541816515055355757,113448,728,8796964.00,67045,59.10,3.50,1.10
29-March-2011,74.00,77.40,73.00,75.60,75.381232361241768579,102048,539,7692504.00,52199,51.15,4.40,1.60
28-March-2011,77.00,77.50,73.35,73.90,74.653183163987172663,373889,154,27912004.00,368306,98.51,4.15,-3.10
25-March-2011,72.00,75.20,72.00,74.80,73.370237877958264890,328740,332,24119732.00,302176,91.92,3.20,2.80
24-March-2011,72.50,72.90,70.60,71.70,71.629285299244625217,10326,62,739644.00,7466,72.30,2.30,-0.80
23-March-2011,71.60,72.50,71.00,72.35,72.021513981734299971,21242,121,1529881.00,11527,54.27,1.50,0.75
22-March-2011,72.25,73.00,70.70,71.20,72.127858748291123108,43157,219,3112822.00,33090,76.67,2.30,-1.05
21-March-2011,67.60,70.90,67.50,70.70,70.051507963402236529,11804,87,826888.00,9060,76.75,3.40,3.10
18-March-2011,70.20,70.20,68.00,68.35,70.021032668124658283,58528,59,4098191.00,56203,96.03,2.20,-1.85
17-March-2011,69.50,70.00,69.00,69.00,69.477829418414772013,7961,65,553113.00,4191,52.64,1.00,-0.50
16-March-2011,70.70,71.00,69.00,70.45,70.266575561943357994,21221,123,1491127.00,16192,76.30,2.00,-0.25
15-March-2011,68.80,70.80,68.00,69.60,70.389997313386405735,70721,122,4978051.00,66669,94.27,2.80,0.80
14-March-2011,68.50,70.65,68.05,70.35,70.210451757795629264,57885,244,4064132.00,53319,92.11,2.60,1.85
11-March-2011,69.35,69.35,67.50,67.90,68.235943973170250542,5069,88,345888.00,2501,49.34,1.85,-1.45
10-March-2011,68.05,69.50,67.50,68.05,68.888703443429374560,11384,60,784229.00,10498,92.22,2.00,0.00
9-March-2011,65.00,69.00,65.00,68.75,68.656317846287451150,4606,47,316231.00,3043,66.07,4.00,3.75
8-March-2011,68.35,69.00,68.35,68.75,68.707004704652378463,11478,61,788619.00,9137,79.60,0.65,0.40
7-March-2011,70.00,70.00,67.60,68.05,68.881892564923514763,14055,80,968135.00,12993,92.44,2.40,-1.95
4-March-2011,70.00,71.20,69.00,70.25,69.982338061252145631,44276,195,3098538.00,26158,59.08,2.20,0.25
3-March-2011,69.00,70.20,68.30,69.90,69.644637115296279283,17416,145,1212931.00,11098,63.72,1.90,0.90
1-March-2011,70.00,70.05,68.50,69.10,69.467767360823031610,48212,330,3349180.00,30708,63.69,1.55,-0.90
28-February-2011,70.00,72.50,68.55,68.95,69.884554581476995093,48707,249,3403867.00,36730,75.41,3.95,-1.05
25-February-2011,68.50,69.50,67.90,68.95,68.505250437536461371,23998,236,1643989.00,14079,58.67,1.60,0.45
24-February-2011,70.40,70.40,67.70,67.90,68.935814271082280641,17574,159,1211478.00,12541,71.36,2.70,-2.50
23-February-2011,68.90,70.95,68.30,70.40,69.903601381351751356,10135,153,708473.00,6042,59.62,2.65,1.50
22-February-2011,69.00,69.20,67.55,68.25,68.467596390484003281,2438,41,166924.00,2217,90.94,1.65,-0.75
21-February-2011,71.40,71.40,67.65,69.55,69.395351091935913905,41257,226,2863044.00,25354,61.45,3.75,-1.85
18-February-2011,70.25,70.80,68.50,69.70,69.569471400844845301,8759,100,609359.00,5019,57.30,2.30,-0.55
17-February-2011,70.00,70.40,69.10,69.95,69.975914775358962482,8636,42,604312.00,8332,96.48,1.30,-0.05
16-February-2011,69.10,71.25,69.10,70.15,70.267695222628231154,7389,103,519208.00,4736,64.10,2.15,1.05
15-February-2011,70.50,72.25,68.55,70.25,70.849795153927191852,42715,243,3026349.00,31588,73.95,3.70,-0.25
